"0",""
"0",""
"0","p_2d <- plot_ly(as.data.frame(theme_pca$x), x=~PC1, y=~PC2, type = ""scatter"", mode=""markers"", color = artist_label2,"
"0","  colors = c(""Mrs. GREEN APPLE"" = ""green"", ""Zutomayo"" = ""purple"", ""Yorushika"" = ""skyblue"", ""Eve"" = ""gray""),"
"0","  marker = list(size = 4), text= ~row.names(theme_pca$x), hoverinfo = ""text"") %>% layout(dragmode='zoom') %>%"
"0","  config(scrollZoom=TRUE)"
"0",""
"0",""
"0","ggplot(theme_pca$rotation) +"
"0","  aes(PC1, reorder(rownames(theme_pca$rotation), PC1)) +"
"0","  geom_col()"
