"0","blast_result <- blast.pdb(sequences)"
"1"," Searching ... please wait (updates every 5 seconds) RID = 1WB3J9GE014 
 "
"1","."
"1","
 Reporting 62 hits
"
"0","blast_result"
"1","$hit.tbl
"
"1","  "
"1","       queryid"
"1"," subjectids"
"1"," identity"
"1"," alignmentlength"
"1"," mismatches"
"1"," gapopens"
"1"," q.start"
"1"," q.end"
"1"," s.start"
"1"," s.end"
"1","   evalue"
"1"," bitscore"
"1","
1 "
"1"," Query_7422645"
"1","     7JVX_A"
"1","   95.498"
"1","             422"
"1","          0"
"1","        1"
"1","       1"
"1","   403"
"1","       1"
"1","   422"
"1"," 0.00e+00"
"1","    833.0"
"1","
2 "
"1"," Query_7422645"
"1","     7JUK_A"
"1","   87.500"
"1","             384"
"1","         11"
"1","        2"
"1","       7"
"1","   390"
"1","       2"
"1","   348"
"1"," 0.00e+00"
"1","    684.0"
"1","
3 "
"1"," Query_7422645"
"1","     7JTX_A"
"1","   86.118"
"1","             389"
"1","         30"
"1","        1"
"1","       7"
"1","   395"
"1","       2"
"1","   366"
"1"," 0.00e+00"
"1","    674.0"
"1","
4 "
"1"," Query_7422645"
"1","     1D5R_A"
"1","   93.064"
"1","             346"
"1","          1"
"1","        1"
"1","       8"
"1","   353"
"1","       2"
"1","   324"
"1"," 0.00e+00"
"1","    666.0"
"1","
5 "
"1"," Query_7422645"
"1","     5BUG_A"
"1","   92.899"
"1","             338"
"1","          0"
"1","        1"
"1","      14"
"1","   351"
"1","       1"
"1","   314"
"1"," 0.00e+00"
"1","    649.0"
"1","
6 "
"1"," Query_7422645"
"1","     3V0J_A"
"1","   33.518"
"1","             361"
"1","        193"
"1","        6"
"1","       1"
"1","   348"
"1","       3"
"1","   329"
"1"," 9.24e-55"
"1","    185.0"
"1","
7 "
"1"," Query_7422645"
"1","     3AWF_A"
"1","   33.333"
"1","             366"
"1","        192"
"1","        7"
"1","       1"
"1","   348"
"1","      10"
"1","   341"
"1"," 3.40e-54"
"1","    184.0"
"1","
8 "
"1"," Query_7422645"
"1","     9C49_A"
"1","   34.218"
"1","             377"
"1","        185"
"1","       10"
"1","       1"
"1","   356"
"1","     179"
"1","   513"
"1"," 8.48e-54"
"1","    187.0"
"1","
9 "
"1"," Query_7422645"
"1","     3AWG_A"
"1","   33.799"
"1","             358"
"1","        185"
"1","        7"
"1","       9"
"1","   348"
"1","       6"
"1","   329"
"1"," 8.77e-54"
"1","    183.0"
"1","
10"
"1"," Query_7422645"
"1","     3AWE_A"
"1","   33.520"
"1","             358"
"1","        186"
"1","        7"
"1","       9"
"1","   348"
"1","       6"
"1","   329"
"1"," 2.91e-53"
"1","    181.0"
"1","
11"
"1"," Query_7422645"
"1","     3V0D_A"
"1","   33.060"
"1","             366"
"1","        193"
"1","        7"
"1","       1"
"1","   348"
"1","       3"
"1","   334"
"1"," 5.87e-53"
"1","    181.0"
"1","
12"
"1"," Query_7422645"
"1","     3V0I_A"
"1","   32.571"
"1","             350"
"1","        184"
"1","        7"
"1","      17"
"1","   348"
"1","       4"
"1","   319"
"1"," 9.45e-48"
"1","    167.0"
"1","
13"
"1"," Query_7422645"
"1","     3V0E_A"
"1","   32.286"
"1","             350"
"1","        185"
"1","        7"
"1","      17"
"1","   348"
"1","       4"
"1","   319"
"1"," 8.63e-47"
"1","    164.0"
"1","
14"
"1"," Query_7422645"
"1","     3N0A_A"
"1","   27.636"
"1","             275"
"1","        178"
"1","        8"
"1","      22"
"1","   281"
"1","      21"
"1","   289"
"1"," 1.29e-26"
"1","    110.0"
"1","
15"
"1"," Query_7422645"
"1","     5K22_A"
"1","   26.496"
"1","             117"
"1","         75"
"1","        4"
"1","      76"
"1","   189"
"1","      70"
"1","   178"
"1"," 7.99e-05"
"1","     45.1"
"1","
16"
"1"," Query_7422645"
"1","     5BX1_A"
"1","   31.068"
"1","             103"
"1","         51"
"1","        5"
"1","      67"
"1","   159"
"1","      42"
"1","   134"
"1"," 9.29e-05"
"1","     44.3"
"1","
17"
"1"," Query_7422645"
"1","     2MBC_A"
"1","   23.704"
"1","             135"
"1","         91"
"1","        5"
"1","      58"
"1","   189"
"1","      36"
"1","   161"
"1"," 1.21e-04"
"1","     43.9"
"1","
18"
"1"," Query_7422645"
"1","     1X24_A"
"1","   31.068"
"1","             103"
"1","         51"
"1","        5"
"1","      67"
