"0","x <- c(rnorm(30, mean=-3), rnorm(30, mean=3))"
"0",""
"0","z <- cbind(x, rev(x))"
"0","z"
"1","     "
"1","          x"
"1","           "
"1","
 [1,]"
"1"," -3.1180003"
"1","  3.3748192"
"1","
 [2,]"
"1"," -3.0412764"
"1","  1.5460354"
"1","
 [3,]"
"1"," -5.7616118"
"1","  3.4934551"
"1","
 [4,]"
"1"," -3.6074311"
"1","  3.4486208"
"1","
 [5,]"
"1"," -3.8958931"
"1","  4.9586128"
"1","
 [6,]"
"1"," -2.8945013"
"1","  2.9827329"
"1","
 [7,]"
"1"," -0.5343134"
"1","  3.0125724"
"1","
 [8,]"
"1"," -1.6720570"
"1","  3.0659466"
"1","
 [9,]"
"1"," -3.2694733"
"1","  2.9699993"
"1","
[10,]"
"1"," -3.4020296"
"1","  3.6494193"
"1","
[11,]"
"1"," -3.0051284"
"1","  3.7450001"
"1","
[12,]"
"1"," -3.9133714"
"1","  3.3909784"
"1","
[13,]"
"1"," -3.4326302"
"1","  4.0686977"
"1","
[14,]"
"1"," -4.0170309"
"1","  3.9229322"
"1","
[15,]"
"1"," -4.9785556"
"1","  3.7712993"
"1","
[16,]"
"1"," -5.0229968"
"1","  2.5790030"
"1","
[17,]"
"1"," -4.1224519"
"1","  3.6449953"
"1","
[18,]"
"1"," -1.1616697"
"1","  2.5369639"
"1","
[19,]"
"1"," -3.2857928"
"1","  2.7862932"
"1","
[20,]"
"1"," -4.3270908"
"1","  3.0796387"
"1","
[21,]"
"1"," -3.7877336"
"1","  1.8743094"
"1","
[22,]"
"1"," -4.1008818"
"1","  3.0545383"
"1","
[23,]"
"1"," -3.9077277"
"1","  2.1145686"
"1","
[24,]"
"1"," -4.3982673"
"1","  0.9404634"
"1","
[25,]"
"1"," -1.9690088"
"1","  2.4972216"
"1","
[26,]"
"1"," -3.5016634"
"1","  1.6642946"
"1","
[27,]"
"1"," -2.3756343"
"1","  2.0915115"
"1","
[28,]"
"1"," -1.4642803"
"1","  1.1840578"
"1","
[29,]"
"1"," -3.6513323"
"1","  4.1895612"
"1","
[30,]"
"1"," -4.3725447"
"1","  3.6354880"
"1","
[31,]"
"1","  3.6354880"
"1"," -4.3725447"
"1","
[32,]"
"1","  4.1895612"
"1"," -3.6513323"
"1","
[33,]"
"1","  1.1840578"
"1"," -1.4642803"
"1","
[34,]"
"1","  2.0915115"
"1"," -2.3756343"
"1","
[35,]"
"1","  1.6642946"
"1"," -3.5016634"
"1","
[36,]"
"1","  2.4972216"
"1"," -1.9690088"
"1","
[37,]"
"1","  0.9404634"
"1"," -4.3982673"
"1","
[38,]"
"1","  2.1145686"
"1"," -3.9077277"
"1","
[39,]"
"1","  3.0545383"
"1"," -4.1008818"
"1","
[40,]"
"1","  1.8743094"
"1"," -3.7877336"
"1","
[41,]"
"1","  3.0796387"
"1"," -4.3270908"
"1","
[42,]"
"1","  2.7862932"
"1"," -3.2857928"
"1","
[43,]"
"1","  2.5369639"
"1"," -1.1616697"
"1","
[44,]"
"1","  3.6449953"
"1"," -4.1224519"
"1","
[45,]"
"1","  2.5790030"
"1"," -5.0229968"
"1","
[46,]"
"1","  3.7712993"
"1"," -4.9785556"
"1","
[47,]"
"1","  3.9229322"
"1"," -4.0170309"
"1","
[48,]"
"1","  4.0686977"
"1"," -3.4326302"
"1","
[49,]"
"1","  3.3909784"
"1"," -3.9133714"
"1","
[50,]"
"1","  3.7450001"
"1"," -3.0051284"
"1","
[51,]"
"1","  3.6494193"
"1"," -3.4020296"
"1","
[52,]"
"1","  2.9699993"
"1"," -3.2694733"
"1","
[53,]"
"1","  3.0659466"
"1"," -1.6720570"
"1","
[54,]"
"1","  3.0125724"
"1"," -0.5343134"
"1","
[55,]"
"1","  2.9827329"
"1"," -2.8945013"
"1","
[56,]"
"1","  4.9586128"
"1"," -3.8958931"
"1","
[57,]"
"1","  3.4486208"
"1"," -3.6074311"
"1","
[58,]"
"1","  3.4934551"
"1"," -5.7616118"
"1","
[59,]"
"1","  1.5460354"
"1"," -3.0412764"
"1","
[60,]"
"1","  3.3748192"
"1"," -3.1180003"
"1","
"
