"0","subject$age <- time_length(today() - ymd(subject$year_of_birth), ""years"")"
"0",""
"0","library(tidyverse)"
"0",""
"0","##First gonna find the one for ap vaccine"
"0","apdataset <- subject %>%"
"0","  filter(infancy_vac == ""aP"")"
"0",""
"0","wpdataset <- subject %>%"
"0","  filter(infancy_vac == ""wP"")"
"0",""
"0","mean(apdataset$age)"
"1","[1]"
"1"," 28.29918"
"1","
"
"0","mean(wpdataset$age)"
"1","[1]"
"1"," 37.04989"
"1","
"
"0","ttest_result <- t.test(apdataset$age, wpdataset$age)"
"0",""
"0","ttest_result"
"1","
"
"1","	Welch Two Sample t-test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","apdataset$age and wpdataset$age"
"1",""
"1","
"
"1","t = -12.918, df = 104.03, p-value < 2.2e-16"
"1","
"
"1","alternative hypothesis: "
"1","true "
"1",""
"1","difference in means"
"1",""
"1"," is "
"1",""
"1","not equal to"
"1",""
"1"," "
"1",""
"1","0"
"1",""
"1","
"
"1","95"
"1",""
"1"," percent confidence interval:
"
"1",""
"1"," "
"1",""
"1","-10.094058  -7.407351"
"1",""
"1","
"
"1","sample estimates:
"
"1","mean of x "
"1","mean of y "
"1","
"
"1"," 28.29918 "
"1"," 37.04989 "
"1","
"
"1","
"
