filename,lyrical_sentiment,theme_loneliness,theme_regret,theme_escapism,theme_dreams_and_fantasy,theme_identity_and_self,theme_love_and_attachment,theme_anxiety_and_dread,theme_defiance_and_rebellion,theme_melancholy_and_resignation,theme_hope_and_yearning,theme_nostalgia_and_memory,theme_alienation_and_disconnect,emotion_sadness,emotion_anger,emotion_fear,emotion_joy,emotion_tenderness,emotion_bitterness,emotion_longing,emotion_numbness,artist_canonical,artist,Zuttomayo,artist_yorushika
Blush.mp3,-0.4431,0.7870527505874634,0.4827948808670044,0.7232117652893066,0.2486367672681808,0.6543979644775391,0.153453991,0.4065085053443908,0.584449053,0.4782851636409759,0.3401015400886535,0.527438223,0.780202329,0.4344013333320617,0.349976897,0.4484866857528686,0.3079105317592621,0.2746309340000152,0.260936439,0.3643816709518432,0.6186652779579163,zutomayo,FALSE,TRUE,FALSE
Hanaichi Monnme.mp3,-0.0503,0.5332759022712708,0.7007924914360046,0.6123096942901611,0.5172051191329956,0.6902459859848022,0.1636374741792678,0.5827285647392273,0.541408896,0.6476589441299438,0.6738895773887634,0.5791624188423157,0.7017130851745605,0.7877475619316101,0.5855159759521484,0.5367985963821411,0.281362385,0.4153138101100921,0.4099883437156677,0.589716375,0.5414695143699646,zutomayo,FALSE,TRUE,FALSE
Haze Haseru Haterumade.mp3,-0.4722,0.9354645013809204,0.5956101417541504,0.8939013481140137,0.2858202755451202,0.7215102910995483,0.2217717319726944,0.5353413820266724,0.8373541235923767,0.6855285167694092,0.3008482754230499,0.4013358056545257,0.941788137,0.7714778780937195,0.6402422785758972,0.7330698370933533,0.1977928727865219,0.4467360973358154,0.4886493682861328,0.3998116850852966,0.7476217150688171,zutomayo,FALSE,TRUE,FALSE
Kan Saete Kuyashiiwa.mp3,-0.6949,0.6296607255935669,0.5603729486465454,0.5912513136863708,0.5119605660438538,0.6349961161613464,0.1167183816432952,0.469033808,0.5191556811332703,0.4672102034091949,0.378459096,0.4443236291408539,0.5792813897132874,0.8389438390731812,0.7520638108253479,0.575588048,0.064535484,0.1015003472566604,0.456409752,0.2924184501171112,0.3753629624843597,zutomayo,FALSE,TRUE,FALSE
Kani Shabu Funk.mp3,0.2718,0.2237372547388076,0.3056778907775879,0.053502146,0.2481240481138229,0.4787116646766662,0.2569994926452636,0.2150621265172958,0.8040214776992798,0.1774898767471313,0.814385176,0.413240373,0.070880488,0.1962094008922577,0.1642481684684753,0.2938729226589203,0.1869841665029525,0.1648522913455963,0.09628012,0.2393938153982162,0.097820468,zutomayo,FALSE,TRUE,FALSE
Kira Killer.mp3,-0.2034,0.4784374237060547,0.6900371313095093,0.3861664533615112,0.06319268,0.1727990955114364,0.03725677,0.2637416124343872,0.3546844720840454,0.5726630091667175,0.07120274,0.6698797941207886,0.5689996480941772,0.844473124,0.6751223206520081,0.3504213988780975,0.011755131,0.024399832,0.7847317457199097,0.2004011571407318,0.633353591,"zutomayo,_mori_calliope",FALSE,TRUE,FALSE
Konnakoto Soudou.mp3,-0.6011,0.253445029,0.8031641244888306,0.5773762464523315,0.289170891,0.7131320834159851,0.2206781506538391,0.3539305031299591,0.3786888122558594,0.6374822854995728,0.617281973,0.4775541126728058,0.1418154090642929,0.7345005869865417,0.4512055814266205,0.3729618489742279,0.23265864,0.2988493144512176,0.2595909535884857,0.4050956666469574,0.2879039049148559,zutomayo,FALSE,TRUE,FALSE
KUZURI.mp3,-0.5845,0.8538823127746582,0.6294329762458801,0.6192985773086548,0.3916676938533783,0.5792814493179321,0.027480692,0.4895035028457641,0.6569609045982361,0.5506073832511902,0.1648523062467575,0.2400389611721038,0.8406845331192017,0.7466935515403748,0.8136088848114014,0.5821347236633301,0.01384861,0.050705362,0.7718435525894165,0.2652049362659454,0.8090875148773193,zutomayo,FALSE,TRUE,FALSE
lowmotion algae.mp3,-0.2633,0.5084220767021179,0.4104903638362884,0.5055539608001709,0.3328116536140442,0.6993250250816345,0.2230688333511352,0.5198260545730591,0.6410573720932007,0.3401011228561401,0.7668179273605347,0.795181394,0.4318836331367492,0.093677998,0.3034479022026062,0.1399831771850586,0.4865145087242126,0.5761377215385437,0.2621329128742218,0.4620179235935211,0.4408604204654693,zutomayo,FALSE,TRUE,FALSE
MIRROR TUNE.mp3,0.0192,0.6685827374458313,0.6683663725852966,0.6115559935569763,0.8361201286315918,0.8201276063919067,0.8050581216812134,0.6794179677963257,0.7134815454483032,0.7178996801376343,0.7488548159599304,0.5834407210350037,0.5377090573310852,0.4276357293128967,0.6357031464576721,0.7565037608146667,0.6364943385124207,0.621985912,0.5704509615898132,0.6997419595718384,0.42996785,zutomayo,FALSE,TRUE,FALSE
Nareai Serve.mp3,0.3731,0.034684177,0.071851261,0.055771697,0.037643999,0.1446616649627685,0.031843796,0.034979649,0.092114501,0.030559862,0.024987796,0.03038675,0.008396701,0.029118354,0.038574696,0.016355833,0.020196633,0.027611488,0.024191488,0.035111744,0.019105725,zutomayo,FALSE,TRUE,FALSE
Neko Reset.mp3,-0.2633,0.7746473550796509,0.4604101777076721,0.6854232549667358,0.2559243440628052,0.8142374753952026,0.067147985,0.5203135013580322,0.5927992463111877,0.4316258430480957,0.8435732126235962,0.2643464505672455,0.8134978413581848,0.6494588255882263,0.482490063,0.5842711925506592,0.135232076,0.2780117094516754,0.4243523478507995,0.238816351,0.7786072492599487,zutomayo,FALSE,TRUE,FALSE
QUILT.mp3,-0.0926,0.7889086604118347,0.7552761435508728,0.8082942962646484,0.649467409,0.8280368447303772,0.6210813522338867,0.6786465048789978,0.77763778,0.5676969885826111,0.6979178190231323,0.8913612365722656,0.7387633323669434,0.6977119445800781,0.7324961423873901,0.9103911519050598,0.5867596864700317,0.6206216216087341,0.6343168616294861,0.7349764108657837,0.6284074187278748,zutomayo,FALSE,TRUE,FALSE
Stay Foolish.mp3,0.0538,0.18598412,0.4012185037136078,0.3343177139759063,0.2212244868278503,0.3723340034484863,0.1709054708480835,0.2615194916725158,0.2697101235389709,0.5983855128288269,0.2506146132946014,0.2775586247444153,0.1192029193043708,0.7176306843757629,0.097218841,0.1363206803798675,0.1296229362487793,0.3180481493473053,0.040049795,0.1442392468452453,0.1651214063167572,zutomayo,FALSE,TRUE,FALSE
Summer Slack.mp3,-0.369,0.4386048316955566,0.6529057025909424,0.7555017471313477,0.8000337481498718,0.8968062400817871,0.6351093053817749,0.7279149889945984,0.8290080428123474,0.6576758027076721,0.7757958769798279,0.8954655528068542,0.2005185186862945,0.6330487728118896,0.7158960103988647,0.4002217948436737,0.8582737445831299,0.6515350341796875,0.5224458575248718,0.7676653861999512,0.3210341334342956,zutomayo,FALSE,TRUE,FALSE
Superficial Me.mp3,0.4508,0.5086660981178284,0.2197557985782623,0.7062411308288574,0.1774197220802307,0.4204806089401245,0.087077416,0.276250958,0.2906284034252167,0.1483862400054931,0.043813635,0.103159875,0.2633210718631744,0.3903595805168152,0.3146820068359375,0.4541090726852417,0.044142101,0.2503797113895416,0.1462243497371673,0.1575171649456024,0.3432316184043884,zutomayo,FALSE,TRUE,FALSE
This Planet Feels Fake.mp3,-0.8306,0.048631363,0.9516838788986206,0.6473246216773987,0.04646467,0.5224458575248718,0.021450732,0.2170677036046981,0.4669975340366363,0.1294027268886566,0.037467506,0.5479479432106018,0.6005105376243591,0.9284736514091492,0.2836325466632843,0.1906863301992416,0.022824407,0.027901374,0.1780251264572143,0.1236298903822898,0.072112203,zutomayo,FALSE,TRUE,FALSE
Time Left.mp3,-0.0496,0.7957374453544617,0.8093701601028442,0.848996639,0.78317076,0.8300954103469849,0.4890154600143432,0.8135533928871155,0.8064908981323242,0.7876454591751099,0.7812784314155579,0.8368964195251465,0.7820337414741516,0.8577978610992432,0.7503241300582886,0.7459539771080017,0.5704509615898132,0.8048952221870422,0.6558321118354797,0.8225324153900146,0.8941441774368286,zutomayo,FALSE,TRUE,FALSE
Truth In Lies.mp3,-0.7103,0.080429666,0.1892962008714676,0.446766198,0.08203306,0.1548866331577301,0.017627543,0.1200772076845169,0.1991522014141082,0.4100473821163177,0.035078678,0.065425478,0.2003229260444641,0.8848377466201782,0.1548866331577301,0.1245853081345558,0.015058138,0.1530421525239944,0.1323462426662445,0.065485202,0.1860950589179992,zutomayo,FALSE,TRUE,FALSE
ultra soul.mp3,0.4821,0.043163683,0.057176594,0.1612872332334518,0.063714996,0.8103687167167664,0.1531687825918197,0.09734749,0.2163424789905548,0.072177574,0.3448845744132995,0.1338108777999878,0.014295689,0.026607107,0.1099444553256034,0.022911692,0.205176756,0.074770048,0.017325714,0.1679679751396179,0.018743116,zutomayo,FALSE,TRUE,FALSE
Yushinron.mp3,-0.2935,0.071721129,0.2173582762479782,0.1833375990390777,0.069636591,0.1072035878896713,0.051343724,0.061424043,0.075995222,0.1896054744720459,0.032867987,0.2105227559804916,0.2725566923618316,0.5404084920883179,0.075892411,0.1398950368165969,0.010328153,0.030271869,0.079782009,0.064801291,0.055720285,zutomayo,FALSE,TRUE,FALSE
"ZUTOMAYO(계속 한밤중이면 좋을텐데) - Kimigaite Mizuninaru(君がいて水になる, 당신이 있어 헛된 것이 돼) ⧸ 한글자막(KOREAN lyrics).mp3",0.2774,0.8396024703979492,0.6340115070343018,0.7974385023117065,0.3469458818435669,0.8785228729248047,0.4367421865463257,0.4310752153396606,0.4717099070549011,0.6621140837669373,0.8295265436172485,0.5254905819892883,0.7627334594726562,0.8106288909912109,0.6479653120040894,0.626695454,0.5155589580535889,0.4451375603675842,0.445431501,0.7073794007301331,0.3626023232936859,헤헤뮤직,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『Blues in the Closet』MV (ZUTOMAYO – Blues in the Closet).mp3,-0.0265,0.1889217942953109,0.4306261837482452,0.2712034583091736,0.1243325844407081,0.5337620377540588,0.1228385418653488,0.363985926,0.2855711579322815,0.4013358056545257,0.1520322561264038,0.695156991,0.2246396094560623,0.4768232405185699,0.4605921804904938,0.6225740909576416,0.021677377,0.026581826,0.4927983582019806,0.1664090603590011,0.2077365666627884,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『Dear. Mr「F」』MV.mp3,-0.6521,0.4684410393238067,0.6534034013748169,0.496948242,0.2426091432571411,0.6141083836555481,0.2046199142932891,0.3254401385784149,0.4607134759426117,0.3184851408004761,0.3180083930492401,0.4172121286392212,0.5474640727043152,0.4974365532398224,0.48849687,0.5985395312309265,0.2508210241794586,0.2084205001592636,0.4249189794063568,0.5092915892601013,0.2492644637823104,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『Ham』MV (ZUTOMAYO  – Ham).mp3,-0.3957,0.8594279289245605,0.9286518096923828,0.8097277283668518,0.7596268653869629,0.8649818897247314,0.6074303388595581,0.8408152461051941,0.8248502016067505,0.8358020782470703,0.6916015148162842,0.8393722176551819,0.904249668,0.8765584230422974,0.7971031069755554,0.8828766942024231,0.6804540753364563,0.8331550359725952,0.6998701691627502,0.795181394,0.8740100860595703,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『JK BOMBER』 (ZUTOMAYO - JK BOMBER)（Audio Track）.mp3,-0.181,0.9406536221504213,0.665410578,0.7907727360725403,0.4758488535881042,0.7239930033683777,0.6539009213447571,0.7081116437911987,0.6273806691169739,0.6238353252410889,0.4016878008842468,0.7102265357971191,0.9126116037368774,0.950732172,0.6371437311172485,0.7657685279846191,0.3342090547084808,0.5400750041007996,0.4739006757736206,0.6311397552490234,0.4413118064403534,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『MILABO』MV (ZUTOMAYO – MILABO).mp3,-0.6627,0.757256269,0.7509182691574097,0.8719390034675598,0.4951173067092895,0.7244805693626404,0.5633779168128967,0.5901888608932495,0.8303449153900146,0.7339765429496765,0.497802734,0.8057085871696472,0.8208557367324829,0.6834723353385925,0.5278033018112183,0.8171873092651367,0.8425718545913696,0.5251253247261047,0.4079229533672333,0.5491571426391602,0.7186684608459473,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『TAIDADA』 (ZUTOMAYO - TAIDADA)（Audio Track）.mp3,-0.2187,0.8587778210639954,0.7125447988510132,0.9147107005119324,0.6878003478050232,0.8506237864494324,0.6613763570785522,0.7765170335769653,0.7584658861160278,0.8026715517044067,0.497497559,0.6803479194641113,0.8410112261772156,0.7660093903541565,0.7673196196556091,0.8884688019752502,0.4753008782863617,0.6046943664550781,0.7285714149475098,0.7924642562866211,0.6593092083930969,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『あいつら全員同窓会』MV (ZUTOMAYO - Inside Joke).mp3,-0.4769,0.4717099368572235,0.3616155087947845,0.3949007987976074,0.042285025,0.5500032305717468,0.2726535201072693,0.064623967,0.1520951986312866,0.1149323061108589,0.1124294474720954,0.3725051581859588,0.340923935,0.123510905,0.081082113,0.070977025,0.044389993,0.054954555,0.048518546,0.063048311,0.3980554044246673,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『お勉強しといてよ』MV (ZUTOMAYO – STUDY ME).mp3,-0.1936,0.5426209568977356,0.3630256354808807,0.3159205615520477,0.284339964,0.5487944483757019,0.1308249682188034,0.2769348919391632,0.2045007199048996,0.3627998828887939,0.6217562556266785,0.4938967525959015,0.219672143,0.5363129377365112,0.3061963021755218,0.3097540140151977,0.040389068,0.059811477,0.1427987664937973,0.1740590035915374,0.2517856657505035,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『はゔぁ』 (ZUTOMAYO - Have A)（Audio Track）.mp3,-0.2909,0.4537459015846252,0.7051255702972412,0.8064908981323242,0.4131219983100891,0.5864044427871704,0.098425418,0.5098864436149597,0.6150878667831421,0.3958346247673034,0.3576796948909759,0.6889395117759705,0.6660081744194031,0.4565309584140777,0.6894101500511169,0.5333974957466125,0.2440926134586334,0.2927216589450836,0.5903069376945496,0.4615021049976349,0.5215320587158203,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『またね幻』 (ZUTOMAYO - Matane Maboroshi)（Audio Track）.mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『よもすがら』MV (ZUTOMAYO - yomosugara).mp3,0.4646,0.3940843343734741,0.5640384554862976,0.5513321757316589,0.1460872292518615,0.6370872259140015,0.4460120499134063,0.2375980466604232,0.5308141708374023,0.3115315735340118,0.1043859869241714,0.8097724318504333,0.2816895544528961,0.3669866621494293,0.278465211,0.3005402684211731,0.2477143704891204,0.2125179022550583,0.2307897061109542,0.2790910601615906,0.405331016,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『ろんりねす』 (ZUTOMAYO - Loneliness)（Audio Track）.mp3,0.1057,0.686580241,0.7553325295448303,0.7948419451713562,0.6248087882995605,0.7481454014778137,0.1812247037887573,0.6799230575561523,0.7313225269317627,0.7004852294921875,0.7237047553062439,0.7044652104377747,0.7689176201820374,0.8975606560707092,0.7144039273262024,0.7301335334777832,0.2613073587417602,0.7822884321212769,0.5872923731803894,0.7287362217903137,0.8624675273895264,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『アンチモン』 (ZUTOMAYO - antinomy)（Audio Track）.mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『クリームで会いにいけますか』MV (ZUTOMAYO - CREAM).mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『グラスとラムレーズン』 (ZUTOMAYO -Glass To Rum Raisin)（Audio Track）.mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『サターン』(ZUTOMAYO - Saturn).mp3,0.108,0.1351749747991562,0.1188956648111343,0.5486130714416504,0.083031312,0.1642146557569503,0.3197848498821258,0.141281396,0.1531687825918197,0.1042491123080253,0.1466362923383712,0.1322341561317443,0.1311175972223281,0.1368965953588485,0.2330293506383896,0.251119316,0.118283212,0.077308416,0.1239476650953292,0.1392792463302612,0.061367761,mrcopyright,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『シェードの埃は延長』 (ZUTOMAYO - SHADE)（Audio Track）.mp3,-0.2313,0.9473323822021484,0.9691203236579896,0.8894208669662476,0.8879961967468262,0.9568766951560974,0.7819140553474426,0.9393872618675232,0.933157206,0.9221675395965576,0.845719576,0.8850366473197937,0.9399133324623108,0.9295043349266052,0.8793541789054871,0.9418416023254396,0.852751613,0.9239018559455872,0.8192864656448364,0.9101269245147704,0.9540089964866638,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『ヒューマノイド』MV.mp3,-0.6095,0.1796024590730667,0.2697101235389709,0.3992552161216736,0.1083303689956665,0.2402840256690979,0.060612742,0.3037866652011871,0.2505688071250915,0.1278158277273178,0.1235241293907165,0.35807243,0.4441126585006714,0.4555013179779053,0.3239011764526367,0.4603495299816131,0.067546695,0.2037471234798431,0.1750086843967437,0.1753614842891693,0.1792430281639099,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『マイノリティ脈絡』 (ZUTOMAYO - Minority Myakuraku)（Audio Track）.mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『マリンブルーの庭園』 (ZUTOMAYO - Marine Blue Garden)（Audio Track）.mp3,-0.3305,0.5668579936027527,0.4522939920425415,0.4381840825080871,0.030386753,0.6490504741668701,0.2294812500476837,0.050541092,0.1381708234548568,0.2049976289272308,0.1093961521983146,0.3805862665176391,0.4700067639350891,0.187550813,0.076580152,0.090816095,0.050470848,0.054752037,0.067669809,0.048994113,0.4658126831054687,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
ずっと真夜中でいいのに。『メディアノーチェ』MV (ZUTOMAYO - Medianoche).mp3,0.447,0.1444804966449737,0.2061339169740677,0.2988365590572357,0.4415526390075683,0.4156102240085602,0.3630821108818054,0.027532943,0.2243951857089996,0.033431359,0.1723807454109192,0.4976806938648224,0.049451131,0.081812717,0.1920085251331329,0.083441168,0.1236299127340316,0.053009767,0.065097816,0.1456006318330764,0.079710357,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE
