"0",""
"0","weird_input <- trueweirdcomparison %>%"
"0","  select(where(is.numeric)) %>%"
"0","  select(-any_of(c(""Zuttomayo"", ""artist"", ""artist_yorushika"", ""EVE"", ""artist_eve""))) %>%"
"0","  mutate(across(everything(), ~ ifelse(is.infinite(.), NA, .))) %>%"
"0","  select(where(~ sd(., na.rm = TRUE) > 0))"
"0",""
"0","artist_label3 <- case_when("
"0","  as.logical(trueweirdcomparison$Zuttomayo) ~ ""Zutomayo"", "
"0","  as.logical(trueweirdcomparison$artist.1) ~ ""Mrs. GREEN APPLE"","
"0","  as.logical(trueweirdcomparison$artist_yorushika) ~ ""Yorushika"","
"0","  as.logical(trueweirdcomparison$artist_eve) ~ ""Eve"","
"0","  as.logical(trueweirdcomparison$artist_natori) ~ ""natori"","
"0","  TRUE ~ ""Unknown"""
"0",")"
"0",""
"0","keep_rows <- complete.cases(weird_input)"
"0",""
"0","weird_input_clean <- weird_input[keep_rows, ]"
"0","artist_label3_clean <- artist_label3[keep_rows]"
"0",""
"0","weird_pca <- prcomp(weird_input_clean, center = TRUE, scale. = TRUE)"
"0",""
"0",""
"0","plot_ly("
"0","  as.data.frame(weird_pca$x),"
"0","  x = ~PC1, y = ~PC2, z = ~PC3,"
"0","  type = ""scatter3d"","
"0","  mode = ""markers"","
"0","  color = artist_label3_clean,"
"0","  colors = c(""Mrs. GREEN APPLE"" = ""green"", ""Zutomayo"" = ""purple"", ""Yorushika"" = ""skyblue"", ""Eve"" = ""gray"", ""natori"" = ""red""),"
"0","  marker = list(size = 4),"
"0","  text = row.names(weird_pca$x),"
"0","  hoverinfo = ""text"""
"0",")"
